animals,1.2196666666666667
animals,1.4386666666666665
food,1.0816666666666668
animals,1.256
food,1.4113333333333336
food,0.849
food,0.3233333333333333
food,1.7566666666666668
Food,2.5803333333333334
food,1.9666666666666666
food,4.519333333333334
food,72.18966666666667
food,0.7646666666666667
Quantum Physics,1.9303333333333332
Animals,67.35466666666667
tech,1.6
tech,0.9236666666666667
technology,9.745000000000001
Animals,2.1526666666666667
Animals,4.723
animals,1.7383333333333333
food,2.104
food,1.099
chemistry,2.55
animals,2.3093333333333335
food,1.972
cool stuff,94.949
animals,1.53
Quantum Mechanics,3.2543333333333333
Food,0.527
